ctx,layer,head,L,attn_fresh,attn_prev_token,int_zero,int_bump,int_floor,cor_lag1,cor_lag2_impl,cor_lag2_prot,int_fixed,cor_lag2_fixed
2048,0,0,1887,0.06366682647028353,0.43455539584027364,11.4041561064843,1.4294663045606069,1.4062011527716796,1.4275830728748848,33.35644160391287,1.9582464414980654,1.4065480131490398,1.9582464414980654
2048,0,1,1887,0.03472815581343715,0.23796434422934537,6.4192207655001035,2.9781060300004447,2.8930744402656248,1.5306339068583488,4.808280687245374,1.5570103459547573,2.8930744402656248,1.5570103459547573
2048,0,2,1887,0.04463346007495296,0.8237353170845846,11.557642793763977,1.0863217347836496,1.09027868309092,1.130233293142982,128.58731584960753,2.623965822636126,1.09025820081409,2.623965822636126
2048,0,3,1887,0.052045649388667396,0.3279349925863853,12.272477893577847,2.7099639395016797,2.2087065916172826,3.8378465708995235,20.878087115047858,4.568933693568565,2.2087494768114295,4.568933693568565
2048,0,4,1887,0.0051044064355136,0.03735810342140232,6.731189010021224,6.018567628922385,4.548885756738107,4.2064292866115185,4.536155259897614,4.252325962981217,4.541721337369157,4.252325962981217
2048,0,5,1887,0.007022558636002362,0.03558246207152645,5.422995114580527,3.44575450566051,1.8064011863683271,4.511740533960193,4.50622263035588,4.343734541601503,1.8081602736530191,4.343734541601503
2048,0,6,1887,0.01286443118502728,0.04048370165424399,12.588123756154724,4.577739863121326,2.24782610906399,4.8101289105163225,5.778373636032515,5.449793769600828,2.2511234281477774,5.449793769600828
2048,0,7,1887,0.0031661340908252593,0.03054126873146039,5.78440655788305,5.778336042904687,3.6977646280946095,3.4653766447913097,4.15849684904818,3.9397300265058894,3.7061948788464285,3.9397300265058894
2048,0,8,1887,0.0226054334709186,0.007653291019124238,2.2748626462416084,1.5840582100240195,1.6365661171230241,1.645723166333333,2.0193540504699508,1.3568059948198277,1.63166590116631,1.3568059948198277
2048,0,9,1887,0.04854349304229985,0.00014006217130569369,15.801881687294824,11.17467943517107,7.523248446679285,3.615240407131304,2.4655713380293194,2.4628617116276224,7.523248446679285,2.4628617116276224
